cfips,pct_k12_enrollment,pct_k12_public_students,pct_college_public_students,pct_college_enrollment
01001,94.72143722244651,85.3,85.4,31.3
01003,94.59366882653498,82.4,78.9,30.7
01005,97.66066838046272,89.2,87.7,24.5
01007,98.9492644851396,85.0,84.4,17.4
01009,93.8076416337286,91.2,85.2,23.3
01011,86.17210682492582,91.5,52.6,17.7
01013,93.91975308641975,80.2,86.9,24.9
01015,96.53725078698845,89.7,89.6,43.2
01017,94.49818621523579,87.2,83.3,28.4
01019,96.8,94.6,87.1,26.4
01021,96.40343018046845,93.4,93.5,25.4
01023,92.38145977623869,70.3,66.2,31.8
01025,91.44805876180483,87.3,91.8,27.9
01027,96.96969696969697,89.1,99.0,24.4
01029,99.55680902497986,91.0,88.7,29.3
01031,97.23896132354552,92.5,86.4,27.1
01033,97.15848293900844,91.7,90.1,23.8
01035,95.9866220735786,90.9,51.5,12.3
01037,97.6905311778291,84.9,96.3,13.2
01039,94.99072356215213,96.1,92.3,22.2
01041,98.38160136286201,92.5,91.6,29.4
01043,94.86119314825753,91.6,89.3,29.6
01045,96.83975709505515,93.4,92.5,19.9
01047,93.67311072056239,86.5,87.4,28.6
01049,96.01925427872861,90.9,90.1,27.2
01051,94.46919079435783,81.3,75.4,28.7
01053,94.56539531838271,90.1,93.9,18.2
01055,96.19821384271893,93.6,88.6,36.0
01057,97.41074931345625,95.0,90.6,29.2
01059,96.77996422182468,97.2,90.0,39.9
01061,98.11364159190246,92.8,83.8,31.8
01063,89.60629921259843,87.1,72.6,20.2
01065,94.0500615510874,86.4,96.1,21.2
01067,91.44981412639405,79.7,91.3,31.0
01069,97.36576050325769,84.4,80.2,31.5
01071,94.3253774963468,90.1,87.5,25.4
01073,94.89815748803895,89.1,76.0,44.1
01075,92.29398663697104,96.0,98.4,22.4
01077,97.22959033303862,85.8,94.3,56.2
01079,96.73629242819844,96.1,84.6,31.1
01081,95.9766670662032,89.1,89.7,72.3
01083,93.32318001827596,85.8,90.8,34.1
01085,98.13664596273291,82.5,84.3,21.0
01087,79.7747942832395,96.2,18.7,75.0
01089,97.110082374566,81.4,83.1,53.5
01091,98.59638178415472,89.8,85.8,25.3
01093,89.80157883507574,94.9,82.2,33.2
01095,96.36374147300266,95.8,95.0,32.3
01097,95.37149469293296,82.9,81.2,36.9
01099,94.81523918647952,88.8,78.0,20.1
01101,97.03249993399689,79.1,78.0,40.1
01103,96.23522399920533,90.1,89.0,31.4
01105,96.42606867554309,86.9,59.0,57.2
01107,96.94052939154349,81.9,90.9,22.3
01109,96.26666666666667,88.1,98.6,69.8
01111,94.31428571428572,87.6,91.2,42.2
01113,95.31486146095718,90.2,74.4,22.3
01115,95.81460862566234,89.9,88.0,26.9
01117,97.06258315289698,84.3,81.7,41.2
01119,94.42815249266862,91.9,92.7,65.0
01121,98.22075263737995,94.7,77.0,29.6
01123,92.3052053022955,97.0,88.0,20.5
01125,95.53103007037748,89.5,94.8,62.1
01127,97.16990338635698,92.7,90.4,27.9
01129,97.59488913942127,84.3,68.2,27.4
01131,97.38134206219313,89.8,95.9,20.0
01133,85.94053903862184,96.9,92.4,18.0
02013,99.39393939393939,98.5,70.5,12.3
02016,98.36477987421384,98.2,75.1,17.8
02020,94.33449825262107,91.7,82.8,28.5
02050,96.66303162486369,99.0,93.4,6.1
02060,100.0,97.9,66.7,11.4
02063,100.0,89.4,48.8,4.7
02066,92.9392446633826,77.6,52.1,3.8
02068,100.0,93.6,92.3,19.1
02070,95.95103578154426,99.0,87.0,1.6
02090,93.77634515249194,87.9,83.6,28.6
02100,98.71060171919771,100.0,100.0,0.0
02105,96.69811320754717,89.0,93.8,12.3
02110,93.50288098549572,91.7,86.1,21.6
02122,96.55421438151244,83.4,66.0,20.3
02130,94.82758620689656,92.9,87.7,11.1
02150,93.98434281005356,94.2,74.6,17.2
02158,97.20767888307155,99.4,87.7,0.4
02164,97.64150943396227,100.0,97.3,40.1
02170,94.3996225524888,86.8,78.8,22.0
02180,98.83252818035427,99.0,85.9,5.3
02185,98.0641592920354,99.9,89.6,12.8
02188,97.55973563802745,99.0,71.1,4.6
02195,94.35897435897436,98.7,78.0,12.7
02198,97.71271729185727,93.8,85.8,8.9
02220,97.87835926449787,94.2,72.2,17.3
02230,99.11504424778761,99.1,88.7,31.9
02240,97.16840536512667,84.0,82.1,13.0
02275,94.57364341085271,96.8,94.2,18.5
02282,98.52941176470588,88.2,93.0,3.0
02290,98.96519285042334,98.3,95.3,11.0
04001,97.73291069459758,97.7,88.6,26.6
04003,95.22297808012094,91.7,80.4,21.8
04005,96.33331776355739,93.4,94.6,70.4
04007,92.26830517153098,93.1,76.7,15.4
04009,97.16151385927505,93.0,95.2,30.8
04011,99.24365207995677,94.2,91.4,12.3
04012,98.35661462612983,92.9,87.3,20.5
04013,95.50473502106105,91.5,79.8,37.6
04015,93.18673934144702,84.8,83.7,21.1
04017,96.52573529411765,94.1,89.5,15.1
04019,95.98062435435511,89.7,90.0,43.9
04021,95.1733666688598,88.6,78.5,25.0
04023,92.3076923076923,95.7,81.9,27.7
04025,95.7206727698531,86.8,64.0,45.9
04027,96.56493523417342,96.3,92.2,29.2
05001,94.29928741092637,88.9,90.6,24.5
05003,93.21481481481482,98.5,75.7,23.7
05005,95.89214621787912,92.1,85.8,25.1
05007,96.85929409979707,91.2,77.8,30.9
05009,95.2652414885194,95.1,88.0,19.1
05011,98.04022692109335,97.5,86.5,16.8
05013,99.08376963350786,99.0,74.5,32.3
05015,96.45652173913044,90.3,89.5,29.9
05017,90.65804935370153,84.0,68.2,19.1
05019,97.77632439502943,96.6,89.3,67.7
05021,96.53716216216216,93.8,70.9,17.5
05023,93.7007874015748,88.8,82.9,12.1
05025,99.30264993026499,95.8,93.5,28.9
05027,94.22183507549362,92.1,94.6,57.0
05029,96.80672268907563,89.4,95.9,40.3
05031,95.1841359773371,96.2,93.6,51.2
05033,93.26107857704746,95.6,96.0,25.0
05035,95.90328370816175,94.7,86.8,24.0
05037,96.34959634959635,97.7,87.0,27.7
05039,96.89119170984456,64.8,35.4,29.9
05041,98.96256202074876,97.4,72.0,24.5
05043,97.64416315049226,94.9,81.3,66.1
05045,94.24091165944623,92.7,80.7,58.6
05047,96.71052631578948,96.1,76.4,22.5
05049,92.11065573770492,91.2,74.2,16.4
05051,93.46788490385927,93.0,85.2,27.3
05053,94.97079818299805,92.5,87.4,24.7
05055,95.03616862060365,93.1,87.2,30.7
05057,97.66459627329192,93.2,82.7,16.7
05059,95.46276211135213,95.3,79.9,29.3
05061,95.82504970178927,92.4,98.7,27.8
05063,98.02025782688766,95.0,86.6,37.6
05065,97.96610169491525,97.3,87.5,24.0
05067,97.65182186234817,95.7,83.9,19.6
05069,96.03152781596555,94.8,69.4,39.9
05071,92.84518828451883,94.3,42.8,37.4
05073,95.8695652173913,89.9,93.6,16.2
05075,96.8925496068888,91.7,71.9,38.4
05077,96.38242894056847,85.8,83.2,13.6
05079,93.60675512665863,78.5,40.6,10.9
05081,93.62244897959184,97.2,96.9,14.1
05083,97.75745057539098,90.6,92.9,29.4
05085,96.16634178037687,94.2,84.0,26.4
05087,96.46577380952381,87.1,92.0,23.2
05089,95.21299956082565,94.7,94.5,19.9
05091,97.95333072611133,90.7,90.5,17.0
05093,95.58599695585997,97.4,85.3,15.3
05095,94.5705824284304,84.8,95.9,27.9
05097,95.60975609756098,95.4,91.9,14.3
05099,96.37155297532657,92.3,84.3,14.5
05101,79.915611814346,74.7,90.9,23.5
05103,98.24780976220275,95.1,83.4,25.5
05105,95.0517836593786,95.2,78.6,43.6
05107,99.93975903614458,92.5,93.2,22.7
05109,99.13294797687861,90.9,95.1,26.6
05111,95.3421368547419,95.9,87.1,20.2
05113,90.58857808857809,89.4,94.1,10.3
05115,95.23809523809524,96.5,95.7,57.8
05117,97.95751633986929,96.1,92.1,23.0
05119,95.601692714301,82.7,81.3,30.2
05121,98.37268666241225,90.2,84.9,21.7
05123,98.1981981981982,91.9,93.6,16.3
05125,96.21872630780895,94.3,86.0,24.9
05127,95.70247933884298,98.3,100.0,10.7
05129,97.43589743589743,93.4,99.4,12.6
05131,97.09949712643679,89.7,88.3,32.6
05133,98.93647599885024,98.5,95.3,21.6
05135,99.10913140311804,99.1,92.3,23.6
05137,95.90336134453781,87.2,100.0,13.0
05139,94.78875312822022,95.4,84.9,28.1
05141,98.60940695296523,85.3,94.2,14.6
05143,94.08098938909073,91.3,93.3,57.4
05145,95.3023598820059,90.0,33.9,55.9
05147,95.8291956305859,98.6,61.0,26.8
05149,97.27248885392079,98.6,84.4,25.8
06001,97.48885677650459,89.9,83.4,55.4
06003,93.88888888888889,90.4,97.1,43.8
06005,94.15048001786113,95.1,77.4,25.8
06007,97.63716949411585,93.9,91.7,57.9
06009,93.927196359818,92.5,75.6,40.9
06011,98.44439284885071,98.7,88.7,34.2
06013,97.42453656512674,89.4,79.2,48.7
06015,97.42351046698873,88.8,79.8,18.3
06017,95.34407427635172,92.4,85.0,39.3
06019,97.04575494934814,95.1,86.9,43.5
06021,97.5,87.2,89.2,35.9
06023,96.1105207226355,91.2,95.3,53.9
06025,97.26328781089856,97.7,93.3,42.9
06027,96.69559412550066,93.5,82.1,25.3
06029,96.54506800922303,94.7,80.4,34.3
06031,97.46113637906456,90.7,73.4,27.7
06033,94.20216017933565,95.4,80.7,33.4
06035,95.08288845181231,90.2,73.0,14.6
06037,96.53635640032343,90.8,76.7,50.0
06039,97.09844889639137,94.2,80.5,36.2
06041,97.95795795795796,82.6,72.0,50.3
06043,97.9933110367893,93.3,85.7,32.1
06045,98.62368440420991,93.6,81.6,31.6
06047,97.57010286788274,96.1,93.5,45.8
06049,94.44885011895322,83.5,91.2,8.9
06051,94.26193604905826,98.7,97.1,32.8
06053,97.10595753951924,94.0,83.4,42.5
06055,97.1445677704601,87.6,71.9,51.2
06057,96.37297633872976,90.7,78.3,31.8
06059,97.29414545433235,89.7,80.9,55.7
06061,97.21239670665443,92.9,80.3,42.9
06063,94.31818181818181,91.7,84.5,44.4
06065,96.32164822320053,93.5,78.3,43.1
06067,96.56293053013003,91.8,86.0,43.3
06069,97.67521076385933,94.3,84.7,41.2
06071,96.69859491778774,94.3,77.8,41.2
06073,97.15744122880959,91.9,80.1,45.5
06075,97.14972878927438,70.8,69.3,51.2
06077,96.99272967614012,94.0,73.2,38.8
06079,97.23834462651513,93.2,94.5,68.1
06081,97.72257457270784,80.7,75.1,50.6
06083,96.91990634945114,92.2,91.7,61.7
06085,97.81538760820932,85.2,72.6,57.6
06087,97.04595469255663,89.1,87.6,68.3
06089,96.56345213632821,88.5,76.4,35.5
06091,100.0,94.4,77.6,58.6
06093,96.6047503045067,94.1,85.0,37.9
06095,95.8531053005107,91.9,78.7,37.1
06097,97.27020336711388,91.7,87.3,46.1
06099,96.76762114537445,95.0,85.3,38.6
06101,97.77152747728256,94.8,90.2,40.7
06103,97.61326158653011,93.3,89.6,30.1
06105,97.89406509253351,96.0,79.9,31.9
06107,96.52477913733642,95.2,84.7,38.2
06109,96.08050847457628,82.4,83.6,34.1
06111,97.59034478944895,91.9,79.6,48.6
06113,96.91001297322798,92.3,94.6,75.7
06115,96.12899014295972,94.2,81.4,34.5
08001,97.22364522123449,94.2,80.1,26.3
08003,97.37960339943342,95.2,91.4,55.2
08005,96.27434827668678,92.2,75.4,32.6
08007,92.35525576166386,84.8,70.0,13.6
08009,98.26989619377163,98.9,95.7,28.7
08011,94.67275494672755,90.5,48.3,6.4
08013,97.50258607950347,91.8,90.6,68.4
08014,96.73094430191178,90.1,90.2,37.6
08015,96.83459652251449,94.8,92.1,25.2
08017,98.29268292682927,92.9,65.2,15.6
08019,91.48760330578513,94.1,64.6,14.9
08021,96.96778269109286,93.2,85.4,26.8
08023,91.96787148594377,85.9,84.0,31.7
08025,93.09791332263242,88.3,50.5,9.9
08027,100.0,70.2,70.6,7.1
08029,94.4748958561719,92.1,85.7,15.7
08031,95.63594246062524,90.3,69.8,38.7
08033,99.04761904761905,79.3,100.0,0.0
08035,97.70457206458421,88.5,80.5,38.1
08037,93.96493594066082,91.5,83.2,24.7
08039,96.57657657657657,83.5,80.1,25.7
08041,96.49977344811963,90.6,80.1,34.8
08043,95.60614081524616,86.1,72.7,8.8
08045,96.78035470668486,90.9,72.8,22.4
08047,99.75155279503106,96.8,87.9,31.5
08049,95.74773053033923,97.3,79.2,14.7
08051,94.84629294755877,91.0,93.8,59.2
08053,80.64516129032258,92.0,40.0,0.0
08055,99.21363040629096,95.7,56.8,8.9
08057,93.125,87.4,67.8,76.8
